Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label
1010.9,2.01,21.5,17.5,28.3,20.08,250,2
1010.9,0.48,12,7.9,15.9,3.61,308,0
1010.9,0.48,12,7.9,15.9,3.53,322,0
1010.9,0.48,12,7.9,15.9,4.54,141,0
1010.9,0.48,12,7.9,15.9,8.4,191,0
1010.9,0.48,12,7.9,15.9,14.76,148,0
1010.9,0.48,12,7.9,15.9,10.75,74,0
1010.9,0.48,12,7.9,15.9,4.03,351,0
1010.9,0.48,12,7.9,15.9,28.56,309,2
1010.9,0.48,12,7.9,15.9,20.06,160,2
1010.9,0.48,12,7.9,15.9,7.95,346,0
1010.9,0.48,12,7.9,15.9,11.27,110,0
1010.9,0.48,12,7.9,15.9,22.54,160,2
1010.9,0.48,12,7.9,15.9,25.76,160,2
1010.9,0.48,12,7.9,15.9,11.25,258,0
1010.9,0.48,12,7.9,15.9,17.71,30,2
1010.9,0.48,12,7.9,15.9,17.71,170,2
1010.9,0.48,12,7.9,15.9,22.54,160,2
1010.9,0.48,12,7.9,15.9,22.54,230,2
1010.9,0.48,12,7.9,15.9,16.1,230,2
1010.9,0.48,12,7.9,15.9,11.27,0,0
1010.9,0.48,12,7.9,15.9,9.66,130,0
1010.9,0.48,12,7.9,15.9,14.49,170,0
1010.9,0.48,12,7.9,15.9,12.88,270,0
1010.9,0.48,12,7.9,15.9,17.71,140,2
1010.9,0.48,12,7.9,15.9,8.05,290,0
1010.9,0.48,12,7.9,15.9,12.24,134,0
1010.9,0.48,12,7.9,15.9,6.1,120,0
1010.9,0.48,12,7.9,15.9,11.33,147,0
1010.9,0.48,12,7.9,15.9,14.72,169,0
1010.9,0.48,12,7.9,15.9,16.15,212,2
1010.9,0.48,12,7.9,15.9,3.36,289,0
1010.9,0.48,12,7.9,15.9,8.13,304,0
1010.9,0.48,12,7.9,15.9,3.11,323,0
1010.9,0.48,12,7.9,15.9,7.78,189,0
1010.9,0.48,12,7.9,15.9,0,0,0
1010.9,0.48,12,7.9,15.9,19.77,120,2
1010.9,0.48,12,7.9,15.9,9.66,140,0
1010.9,0.48,12,7.9,15.9,17.71,210,2
1010.9,0.48,12,7.9,15.9,11.27,220,0
1010.9,0.48,12,7.9,15.9,16.1,310,2
1010.9,0.48,12,7.9,15.9,11.27,0,0
1010.9,0.48,12,7.9,15.9,9.66,330,0
1010.9,0.48,12,7.9,15.9,3.33,123,0
1010.9,0.48,12,7.9,15.9,10.59,180,0
1010.9,0.48,12,7.9,15.9,7.97,40,0
1010.9,0.48,12,7.9,15.9,27.08,140,2
1010.9,0.48,12,7.9,15.9,14.09,171,0
1010.9,0.48,12,7.9,15.9,11.56,142,0
1010.9,0.48,12,7.9,15.9,3.2,329,0
1010.9,0.48,12,7.9,15.9,5.02,70,0
1010.9,0.48,12,7.9,15.9,6.12,181,0
1010.9,0.48,12,7.9,15.9,35.9,291,2
1010.9,0.48,12,7.9,15.9,28.69,310,2
1010.9,0.48,12,7.9,15.9,6.1,305,0
1010.9,0.48,12,7.9,15.9,5.01,171,0
1010.9,0.48,12,7.9,15.9,3.22,190,0
1010.9,0.48,12,7.9,15.9,3.19,58,0
1010.9,0.48,12,7.9,15.9,9.21,271,0
1010.9,0.48,12,7.9,15.9,20.08,250,2
1010.9,1.75,18.8,14,24.6,3.61,308,0
1010.9,1.75,18.8,14,24.6,3.53,322,0
1010.9,1.75,18.8,14,24.6,4.54,141,0
1010.9,1.75,18.8,14,24.6,8.4,191,0
1010.9,1.75,18.8,14,24.6,14.76,148,0
1010.9,1.75,18.8,14,24.6,10.75,74,0
1010.9,1.75,18.8,14,24.6,4.03,351,0
1010.9,1.75,18.8,14,24.6,28.56,309,2
1010.9,1.75,18.8,14,24.6,20.06,160,2
1010.9,1.75,18.8,14,24.6,7.95,346,0
1010.9,1.75,18.8,14,24.6,11.27,110,0
1010.9,1.75,18.8,14,24.6,22.54,160,2
1010.9,1.75,18.8,14,24.6,25.76,160,2
1010.9,1.75,18.8,14,24.6,11.25,258,0
1010.9,1.75,18.8,14,24.6,17.71,30,2
1010.9,1.75,18.8,14,24.6,17.71,170,2
1010.9,1.75,18.8,14,24.6,22.54,160,2
1010.9,1.75,18.8,14,24.6,22.54,230,2
1010.9,1.75,18.8,14,24.6,16.1,230,2
1010.9,1.75,18.8,14,24.6,11.27,0,0
1010.9,1.75,18.8,14,24.6,9.66,130,0
1010.9,1.75,18.8,14,24.6,14.49,170,0
1010.9,1.75,18.8,14,24.6,12.88,270,0
1010.9,1.75,18.8,14,24.6,17.71,140,2
1010.9,1.75,18.8,14,24.6,8.05,290,0
1010.9,1.75,18.8,14,24.6,12.24,134,0
1010.9,1.75,18.8,14,24.6,6.1,120,0
1010.9,1.75,18.8,14,24.6,11.33,147,0
1010.9,1.75,18.8,14,24.6,14.72,169,0
1010.9,1.75,18.8,14,24.6,16.15,212,2
1010.9,1.75,18.8,14,24.6,3.36,289,0
1010.9,1.75,18.8,14,24.6,8.13,304,0
1010.9,1.75,18.8,14,24.6,3.11,323,0
1010.9,1.75,18.8,14,24.6,7.78,189,0
1010.9,1.75,18.8,14,24.6,0,0,0
1010.9,1.75,18.8,14,24.6,19.77,120,2
1010.9,1.75,18.8,14,24.6,9.66,140,0
1010.9,1.75,18.8,14,24.6,17.71,210,2
1010.9,1.75,18.8,14,24.6,11.27,220,0
1010.9,1.75,18.8,14,24.6,16.1,310,2
1010.9,1.75,18.8,14,24.6,11.27,0,0
1010.9,1.75,18.8,14,24.6,9.66,330,0
1010.9,1.75,18.8,14,24.6,3.33,123,0
1010.9,1.75,18.8,14,24.6,10.59,180,0
1010.9,1.75,18.8,14,24.6,7.97,40,0
1010.9,1.75,18.8,14,24.6,27.08,140,2
1010.9,1.75,18.8,14,24.6,14.09,171,0
1010.9,1.75,18.8,14,24.6,11.56,142,0
1010.9,1.75,18.8,14,24.6,3.2,329,0
1010.9,1.75,18.8,14,24.6,5.02,70,0
1010.9,1.75,18.8,14,24.6,6.12,181,0
1010.9,1.75,18.8,14,24.6,35.9,291,2
1010.9,1.75,18.8,14,24.6,28.69,310,2
1010.9,1.75,18.8,14,24.6,6.1,305,0
1010.9,1.75,18.8,14,24.6,5.01,171,0
1010.9,1.75,18.8,14,24.6,3.22,190,0
1010.9,1.75,18.8,14,24.6,3.19,58,0
1010.9,1.75,18.8,14,24.6,9.21,271,0
1010.9,1.75,18.8,14,24.6,20.08,250,2
1010.9,2.1,19.6,15,25.4,3.61,308,0
1010.9,2.1,19.6,15,25.4,3.53,322,0
1010.9,2.1,19.6,15,25.4,4.54,141,0
1010.9,2.1,19.6,15,25.4,8.4,191,0
1010.9,2.1,19.6,15,25.4,14.76,148,0
1010.9,2.1,19.6,15,25.4,10.75,74,0
1010.9,2.1,19.6,15,25.4,4.03,351,0
1010.9,2.1,19.6,15,25.4,28.56,309,2
1010.9,2.1,19.6,15,25.4,20.06,160,2
1010.9,2.1,19.6,15,25.4,7.95,346,0
1010.9,2.1,19.6,15,25.4,11.27,110,0
1010.9,2.1,19.6,15,25.4,22.54,160,2
1010.9,2.1,19.6,15,25.4,25.76,160,2
1010.9,2.1,19.6,15,25.4,11.25,258,0
1010.9,2.1,19.6,15,25.4,17.71,30,2
1010.9,2.1,19.6,15,25.4,17.71,170,2
1010.9,2.1,19.6,15,25.4,22.54,160,2
1010.9,2.1,19.6,15,25.4,22.54,230,2
1010.9,2.1,19.6,15,25.4,16.1,230,2
1010.9,2.1,19.6,15,25.4,11.27,0,0
1010.9,2.1,19.6,15,25.4,9.66,130,0
1010.9,2.1,19.6,15,25.4,14.49,170,0
1010.9,2.1,19.6,15,25.4,12.88,270,0
1010.9,2.1,19.6,15,25.4,17.71,140,2
1010.9,2.1,19.6,15,25.4,8.05,290,0
1010.9,2.1,19.6,15,25.4,12.24,134,0
1010.9,2.1,19.6,15,25.4,6.1,120,0
1010.9,2.1,19.6,15,25.4,11.33,147,0
1010.9,2.1,19.6,15,25.4,14.72,169,0
1010.9,2.1,19.6,15,25.4,16.15,212,2
1010.9,2.1,19.6,15,25.4,3.36,289,0
1010.9,2.1,19.6,15,25.4,8.13,304,0
1010.9,2.1,19.6,15,25.4,3.11,323,0
1010.9,2.1,19.6,15,25.4,7.78,189,0
1010.9,2.1,19.6,15,25.4,0,0,0
1010.9,2.1,19.6,15,25.4,19.77,120,2
1010.9,2.1,19.6,15,25.4,9.66,140,0
1010.9,2.1,19.6,15,25.4,17.71,210,2
1010.9,2.1,19.6,15,25.4,11.27,220,0
1010.9,2.1,19.6,15,25.4,16.1,310,2
1010.9,2.1,19.6,15,25.4,11.27,0,0
1010.9,2.1,19.6,15,25.4,9.66,330,0
1010.9,2.1,19.6,15,25.4,3.33,123,0
1010.9,2.1,19.6,15,25.4,10.59,180,0
1010.9,2.1,19.6,15,25.4,7.97,40,0
1010.9,2.1,19.6,15,25.4,27.08,140,2
1010.9,2.1,19.6,15,25.4,14.09,171,0
1010.9,2.1,19.6,15,25.4,11.56,142,0
1010.9,2.1,19.6,15,25.4,3.2,329,0
1010.9,2.1,19.6,15,25.4,5.02,70,0
1010.9,2.1,19.6,15,25.4,6.12,181,0
1010.9,2.1,19.6,15,25.4,35.9,291,2
1010.9,2.1,19.6,15,25.4,28.69,310,2
1010.9,2.1,19.6,15,25.4,6.1,305,0
1010.9,2.1,19.6,15,25.4,5.01,171,0
1010.9,2.1,19.6,15,25.4,3.22,190,0
1010.9,2.1,19.6,15,25.4,3.19,58,0
1010.9,2.1,19.6,15,25.4,9.21,271,0
1010.9,2.1,19.6,15,25.4,20.08,250,2
1010.9,1.28,20.8,15.8,26.6,3.61,308,0
1010.9,1.28,20.8,15.8,26.6,3.53,322,0
1010.9,1.28,20.8,15.8,26.6,4.54,141,0
1010.9,1.28,20.8,15.8,26.6,8.4,191,0
1010.9,1.28,20.8,15.8,26.6,14.76,148,0
1010.9,1.28,20.8,15.8,26.6,10.75,74,0
1010.9,1.28,20.8,15.8,26.6,4.03,351,0
1010.9,1.28,20.8,15.8,26.6,28.56,309,2
1010.9,1.28,20.8,15.8,26.6,20.06,160,2
1010.9,1.28,20.8,15.8,26.6,7.95,346,0
1010.9,1.28,20.8,15.8,26.6,11.27,110,0
1010.9,1.28,20.8,15.8,26.6,22.54,160,2
1010.9,1.28,20.8,15.8,26.6,25.76,160,2
1010.9,1.28,20.8,15.8,26.6,11.25,258,0
1010.9,1.28,20.8,15.8,26.6,17.71,30,2
1010.9,1.28,20.8,15.8,26.6,17.71,170,2
1010.9,1.28,20.8,15.8,26.6,22.54,160,2
1010.9,1.28,20.8,15.8,26.6,22.54,230,2
1010.9,1.28,20.8,15.8,26.6,16.1,230,2
1010.9,1.28,20.8,15.8,26.6,11.27,0,0
1010.9,1.28,20.8,15.8,26.6,9.66,130,0
1010.9,1.28,20.8,15.8,26.6,14.49,170,0
1010.9,1.28,20.8,15.8,26.6,12.88,270,0
1010.9,1.28,20.8,15.8,26.6,17.71,140,2
1010.9,1.28,20.8,15.8,26.6,8.05,290,0
1010.9,1.28,20.8,15.8,26.6,12.24,134,0
1010.9,1.28,20.8,15.8,26.6,6.1,120,0
1010.9,1.28,20.8,15.8,26.6,11.33,147,0
1010.9,1.28,20.8,15.8,26.6,14.72,169,0
1010.9,1.28,20.8,15.8,26.6,16.15,212,2
1010.9,1.28,20.8,15.8,26.6,3.36,289,0
1010.9,1.28,20.8,15.8,26.6,8.13,304,0
1010.9,1.28,20.8,15.8,26.6,3.11,323,0
1010.9,1.28,20.8,15.8,26.6,7.78,189,0
1010.9,1.28,20.8,15.8,26.6,0,0,0
1010.9,1.28,20.8,15.8,26.6,19.77,120,2
1010.9,1.28,20.8,15.8,26.6,9.66,140,0
1010.9,1.28,20.8,15.8,26.6,17.71,210,2
1010.9,1.28,20.8,15.8,26.6,11.27,220,0
1010.9,1.28,20.8,15.8,26.6,16.1,310,2
1010.9,1.28,20.8,15.8,26.6,11.27,0,0
1010.9,1.28,20.8,15.8,26.6,9.66,330,0
1010.9,1.28,20.8,15.8,26.6,3.33,123,0
1010.9,1.28,20.8,15.8,26.6,10.59,180,0
1010.9,1.28,20.8,15.8,26.6,7.97,40,0
1010.9,1.28,20.8,15.8,26.6,27.08,140,2
1010.9,1.28,20.8,15.8,26.6,14.09,171,0
1010.9,1.28,20.8,15.8,26.6,11.56,142,0
1010.9,1.28,20.8,15.8,26.6,3.2,329,0
1010.9,1.28,20.8,15.8,26.6,5.02,70,0
1010.9,1.28,20.8,15.8,26.6,6.12,181,0
1010.9,1.28,20.8,15.8,26.6,35.9,291,2
1010.9,1.28,20.8,15.8,26.6,28.69,310,2
1010.9,1.28,20.8,15.8,26.6,6.1,305,0
1010.9,1.28,20.8,15.8,26.6,5.01,171,0
1010.9,1.28,20.8,15.8,26.6,3.22,190,0
1010.9,1.28,20.8,15.8,26.6,3.19,58,0
1010.9,1.28,20.8,15.8,26.6,9.21,271,0
1010.9,1.28,20.8,15.8,26.6,20.08,250,2
1010.9,0.37,0,-4.4,3.5,3.61,308,0
1010.9,0.37,0,-4.4,3.5,3.53,322,0
1010.9,0.37,0,-4.4,3.5,4.54,141,0
1010.9,0.37,0,-4.4,3.5,8.4,191,0
1010.9,0.37,0,-4.4,3.5,14.76,148,0
1010.9,0.37,0,-4.4,3.5,10.75,74,0
1010.9,0.37,0,-4.4,3.5,4.03,351,0
1010.9,0.37,0,-4.4,3.5,28.56,309,2
1010.9,0.37,0,-4.4,3.5,20.06,160,2
1010.9,0.37,0,-4.4,3.5,7.95,346,0
1010.9,0.37,0,-4.4,3.5,11.27,110,0
1010.9,0.37,0,-4.4,3.5,22.54,160,2
1010.9,0.37,0,-4.4,3.5,25.76,160,2
1010.9,0.37,0,-4.4,3.5,11.25,258,0
1010.9,0.37,0,-4.4,3.5,17.71,30,2
1010.9,0.37,0,-4.4,3.5,17.71,170,2
1010.9,0.37,0,-4.4,3.5,22.54,160,2
1010.9,0.37,0,-4.4,3.5,22.54,230,2
1010.9,0.37,0,-4.4,3.5,16.1,230,2
1010.9,0.37,0,-4.4,3.5,11.27,0,0
1010.9,0.37,0,-4.4,3.5,9.66,130,0
1010.9,0.37,0,-4.4,3.5,14.49,170,0
1010.9,0.37,0,-4.4,3.5,12.88,270,0
1010.9,0.37,0,-4.4,3.5,17.71,140,2
1010.9,0.37,0,-4.4,3.5,8.05,290,0
1010.9,0.37,0,-4.4,3.5,12.24,134,0
1010.9,0.37,0,-4.4,3.5,6.1,120,0
1010.9,0.37,0,-4.4,3.5,11.33,147,0
1010.9,0.37,0,-4.4,3.5,14.72,169,0
1010.9,0.37,0,-4.4,3.5,16.15,212,2
1010.9,0.37,0,-4.4,3.5,3.36,289,0
1010.9,0.37,0,-4.4,3.5,8.13,304,0
1010.9,0.37,0,-4.4,3.5,3.11,323,0
1010.9,0.37,0,-4.4,3.5,7.78,189,0
1010.9,0.37,0,-4.4,3.5,0,0,0
1010.9,0.37,0,-4.4,3.5,19.77,120,2
1010.9,0.37,0,-4.4,3.5,9.66,140,0
1010.9,0.37,0,-4.4,3.5,17.71,210,2
1010.9,0.37,0,-4.4,3.5,11.27,220,0
1010.9,0.37,0,-4.4,3.5,16.1,310,2
1010.9,0.37,0,-4.4,3.5,11.27,0,0
1010.9,0.37,0,-4.4,3.5,9.66,330,0
1010.9,0.37,0,-4.4,3.5,3.33,123,0
1010.9,0.37,0,-4.4,3.5,10.59,180,0
1010.9,0.37,0,-4.4,3.5,7.97,40,0
1010.9,0.37,0,-4.4,3.5,27.08,140,2
1010.9,0.37,0,-4.4,3.5,14.09,171,0
1010.9,0.37,0,-4.4,3.5,11.56,142,0
1010.9,0.37,0,-4.4,3.5,3.2,329,0
1010.9,0.37,0,-4.4,3.5,5.02,70,0
1010.9,0.37,0,-4.4,3.5,6.12,181,0
1010.9,0.37,0,-4.4,3.5,35.9,291,2
1010.9,0.37,0,-4.4,3.5,28.69,310,2
1010.9,0.37,0,-4.4,3.5,6.1,305,0
1010.9,0.37,0,-4.4,3.5,5.01,171,0
1010.9,0.37,0,-4.4,3.5,3.22,190,0
1010.9,0.37,0,-4.4,3.5,3.19,58,0
1010.9,0.37,0,-4.4,3.5,9.21,271,0
1010.9,0.37,0,-4.4,3.5,20.08,250,2
1010.9,1.34,11,5.7,15.2,3.61,308,0
1010.9,1.34,11,5.7,15.2,3.53,322,0
1010.9,1.34,11,5.7,15.2,4.54,141,0
1010.9,1.34,11,5.7,15.2,8.4,191,0
1010.9,1.34,11,5.7,15.2,14.76,148,0
1010.9,1.34,11,5.7,15.2,10.75,74,0
1010.9,1.34,11,5.7,15.2,4.03,351,0
1010.9,1.34,11,5.7,15.2,28.56,309,2
1010.9,1.34,11,5.7,15.2,20.06,160,2
1010.9,1.34,11,5.7,15.2,7.95,346,0
1010.9,1.34,11,5.7,15.2,11.27,110,0
1010.9,1.34,11,5.7,15.2,22.54,160,2
1010.9,1.34,11,5.7,15.2,25.76,160,2
1010.9,1.34,11,5.7,15.2,11.25,258,0
1010.9,1.34,11,5.7,15.2,17.71,30,2
1010.9,1.34,11,5.7,15.2,17.71,170,2
1010.9,1.34,11,5.7,15.2,22.54,160,2
1010.9,1.34,11,5.7,15.2,22.54,230,2
1010.9,1.34,11,5.7,15.2,16.1,230,2
1010.9,1.34,11,5.7,15.2,11.27,0,0
1010.9,1.34,11,5.7,15.2,9.66,130,0
1010.9,1.34,11,5.7,15.2,14.49,170,0
1010.9,1.34,11,5.7,15.2,12.88,270,0
1010.9,1.34,11,5.7,15.2,17.71,140,2
1010.9,1.34,11,5.7,15.2,8.05,290,0
1010.9,1.34,11,5.7,15.2,12.24,134,0
1010.9,1.34,11,5.7,15.2,6.1,120,0
1010.9,1.34,11,5.7,15.2,11.33,147,0
1010.9,1.34,11,5.7,15.2,14.72,169,0
1010.9,1.34,11,5.7,15.2,16.15,212,2
1010.9,1.34,11,5.7,15.2,3.36,289,0
1010.9,1.34,11,5.7,15.2,8.13,304,0
1010.9,1.34,11,5.7,15.2,3.11,323,0
1010.9,1.34,11,5.7,15.2,7.78,189,0
1010.9,1.34,11,5.7,15.2,0,0,0
1010.9,1.34,11,5.7,15.2,19.77,120,2
1010.9,1.34,11,5.7,15.2,9.66,140,0
1010.9,1.34,11,5.7,15.2,17.71,210,2
1010.9,1.34,11,5.7,15.2,11.27,220,0
1010.9,1.34,11,5.7,15.2,16.1,310,2
1010.9,1.34,11,5.7,15.2,11.27,0,0
1010.9,1.34,11,5.7,15.2,9.66,330,0
1010.9,1.34,11,5.7,15.2,3.33,123,0
1010.9,1.34,11,5.7,15.2,10.59,180,0
1010.9,1.34,11,5.7,15.2,7.97,40,0
1010.9,1.34,11,5.7,15.2,27.08,140,2
1010.9,1.34,11,5.7,15.2,14.09,171,0
1010.9,1.34,11,5.7,15.2,11.56,142,0
1010.9,1.34,11,5.7,15.2,3.2,329,0
1010.9,1.34,11,5.7,15.2,5.02,70,0
1010.9,1.34,11,5.7,15.2,6.12,181,0
1010.9,1.34,11,5.7,15.2,35.9,291,2
1010.9,1.34,11,5.7,15.2,28.69,310,2
1010.9,1.34,11,5.7,15.2,6.1,305,0
1010.9,1.34,11,5.7,15.2,5.01,171,0
1010.9,1.34,11,5.7,15.2,3.22,190,0
1010.9,1.34,11,5.7,15.2,3.19,58,0
1010.9,1.34,11,5.7,15.2,9.21,271,0
1010.9,1.34,11,5.7,15.2,20.08,250,2
1010.9,0.8,19.2,13.5,22.6,3.61,308,0
1010.9,0.8,19.2,13.5,22.6,3.53,322,0
1010.9,0.8,19.2,13.5,22.6,4.54,141,0
1010.9,0.8,19.2,13.5,22.6,8.4,191,0
1010.9,0.8,19.2,13.5,22.6,14.76,148,0
1010.9,0.8,19.2,13.5,22.6,10.75,74,0
1010.9,0.8,19.2,13.5,22.6,4.03,351,0
1010.9,0.8,19.2,13.5,22.6,28.56,309,2
1010.9,0.8,19.2,13.5,22.6,20.06,160,2
1010.9,0.8,19.2,13.5,22.6,7.95,346,0
1010.9,0.8,19.2,13.5,22.6,11.27,110,0
1010.9,0.8,19.2,13.5,22.6,22.54,160,2
1010.9,0.8,19.2,13.5,22.6,25.76,160,2
1010.9,0.8,19.2,13.5,22.6,11.25,258,0
1010.9,0.8,19.2,13.5,22.6,17.71,30,2
1010.9,0.8,19.2,13.5,22.6,17.71,170,2
1010.9,0.8,19.2,13.5,22.6,22.54,160,2
1010.9,0.8,19.2,13.5,22.6,22.54,230,2
1010.9,0.8,19.2,13.5,22.6,16.1,230,2
1010.9,0.8,19.2,13.5,22.6,11.27,0,0
1010.9,0.8,19.2,13.5,22.6,9.66,130,0
1010.9,0.8,19.2,13.5,22.6,14.49,170,0
1010.9,0.8,19.2,13.5,22.6,12.88,270,0
1010.9,0.8,19.2,13.5,22.6,17.71,140,2
1010.9,0.8,19.2,13.5,22.6,8.05,290,0
1010.9,0.8,19.2,13.5,22.6,12.24,134,0
1010.9,0.8,19.2,13.5,22.6,6.1,120,0
1010.9,0.8,19.2,13.5,22.6,11.33,147,0
1010.9,0.8,19.2,13.5,22.6,14.72,169,0
1010.9,0.8,19.2,13.5,22.6,16.15,212,2
1010.9,0.8,19.2,13.5,22.6,3.36,289,0
1010.9,0.8,19.2,13.5,22.6,8.13,304,0
1010.9,0.8,19.2,13.5,22.6,3.11,323,0
1010.9,0.8,19.2,13.5,22.6,7.78,189,0
1010.9,0.8,19.2,13.5,22.6,0,0,0
1010.9,0.8,19.2,13.5,22.6,19.77,120,2
1010.9,0.8,19.2,13.5,22.6,9.66,140,0
1010.9,0.8,19.2,13.5,22.6,17.71,210,2
1010.9,0.8,19.2,13.5,22.6,11.27,220,0
1010.9,0.8,19.2,13.5,22.6,16.1,310,2
1010.9,0.8,19.2,13.5,22.6,11.27,0,0
1010.9,0.8,19.2,13.5,22.6,9.66,330,0
1010.9,0.8,19.2,13.5,22.6,3.33,123,0
1010.9,0.8,19.2,13.5,22.6,10.59,180,0
1010.9,0.8,19.2,13.5,22.6,7.97,40,0
1010.9,0.8,19.2,13.5,22.6,27.08,140,2
1010.9,0.8,19.2,13.5,22.6,14.09,171,0
1010.9,0.8,19.2,13.5,22.6,11.56,142,0
1010.9,0.8,19.2,13.5,22.6,3.2,329,0
1010.9,0.8,19.2,13.5,22.6,5.02,70,0
1010.9,0.8,19.2,13.5,22.6,6.12,181,0
1010.9,0.8,19.2,13.5,22.6,35.9,291,2
1010.9,0.8,19.2,13.5,22.6,28.69,310,2
1010.9,0.8,19.2,13.5,22.6,6.1,305,0
1010.9,0.8,19.2,13.5,22.6,5.01,171,0
1010.9,0.8,19.2,13.5,22.6,3.22,190,0
1010.9,0.8,19.2,13.5,22.6,3.19,58,0
1010.9,0.8,19.2,13.5,22.6,9.21,271,0
1010.9,0.8,19.2,13.5,22.6,20.08,250,2
1010.9,1.36,5,1.2,9.8,3.61,308,0
1010.9,1.36,5,1.2,9.8,3.53,322,0
1010.9,1.36,5,1.2,9.8,4.54,141,0
1010.9,1.36,5,1.2,9.8,8.4,191,0
1010.9,1.36,5,1.2,9.8,14.76,148,0
1010.9,1.36,5,1.2,9.8,10.75,74,0
1010.9,1.36,5,1.2,9.8,4.03,351,0
1010.9,1.36,5,1.2,9.8,28.56,309,2
1010.9,1.36,5,1.2,9.8,20.06,160,2
1010.9,1.36,5,1.2,9.8,7.95,346,0
1010.9,1.36,5,1.2,9.8,11.27,110,0
1010.9,1.36,5,1.2,9.8,22.54,160,2
1010.9,1.36,5,1.2,9.8,25.76,160,2
1010.9,1.36,5,1.2,9.8,11.25,258,0
1010.9,1.36,5,1.2,9.8,17.71,30,2
1010.9,1.36,5,1.2,9.8,17.71,170,2
1010.9,1.36,5,1.2,9.8,22.54,160,2
1010.9,1.36,5,1.2,9.8,22.54,230,2
1010.9,1.36,5,1.2,9.8,16.1,230,2
1010.9,1.36,5,1.2,9.8,11.27,0,0
1010.9,1.36,5,1.2,9.8,9.66,130,0
1010.9,1.36,5,1.2,9.8,14.49,170,0
1010.9,1.36,5,1.2,9.8,12.88,270,0
1010.9,1.36,5,1.2,9.8,17.71,140,2
1010.9,1.36,5,1.2,9.8,8.05,290,0
1010.9,1.36,5,1.2,9.8,12.24,134,0
1010.9,1.36,5,1.2,9.8,6.1,120,0
1010.9,1.36,5,1.2,9.8,11.33,147,0
1010.9,1.36,5,1.2,9.8,14.72,169,0
1010.9,1.36,5,1.2,9.8,16.15,212,2
1010.9,1.36,5,1.2,9.8,3.36,289,0
1010.9,1.36,5,1.2,9.8,8.13,304,0
1010.9,1.36,5,1.2,9.8,3.11,323,0
1010.9,1.36,5,1.2,9.8,7.78,189,0
1010.9,1.36,5,1.2,9.8,0,0,0
1010.9,1.36,5,1.2,9.8,19.77,120,2
1010.9,1.36,5,1.2,9.8,9.66,140,0
1010.9,1.36,5,1.2,9.8,17.71,210,2
1010.9,1.36,5,1.2,9.8,11.27,220,0
1010.9,1.36,5,1.2,9.8,16.1,310,2
1010.9,1.36,5,1.2,9.8,11.27,0,0
1010.9,1.36,5,1.2,9.8,9.66,330,0
1010.9,1.36,5,1.2,9.8,3.33,123,0
1010.9,1.36,5,1.2,9.8,10.59,180,0
1010.9,1.36,5,1.2,9.8,7.97,40,0
1010.9,1.36,5,1.2,9.8,27.08,140,2
1010.9,1.36,5,1.2,9.8,14.09,171,0
1010.9,1.36,5,1.2,9.8,11.56,142,0
1010.9,1.36,5,1.2,9.8,3.2,329,0
1010.9,1.36,5,1.2,9.8,5.02,70,0
1010.9,1.36,5,1.2,9.8,6.12,181,0
1010.9,1.36,5,1.2,9.8,35.9,291,2
1010.9,1.36,5,1.2,9.8,28.69,310,2
1010.9,1.36,5,1.2,9.8,6.1,305,0
1010.9,1.36,5,1.2,9.8,5.01,171,0
1010.9,1.36,5,1.2,9.8,3.22,190,0
1010.9,1.36,5,1.2,9.8,3.19,58,0
1010.9,1.36,5,1.2,9.8,9.21,271,0
1010.9,1.36,5,1.2,9.8,20.08,250,2
1010.9,0.98,15.4,11.9,20.2,3.61,308,0
1010.9,0.98,15.4,11.9,20.2,3.53,322,0
1010.9,0.98,15.4,11.9,20.2,4.54,141,0
1010.9,0.98,15.4,11.9,20.2,8.4,191,0
1010.9,0.98,15.4,11.9,20.2,14.76,148,0
1010.9,0.98,15.4,11.9,20.2,10.75,74,0
1010.9,0.98,15.4,11.9,20.2,4.03,351,0
1010.9,0.98,15.4,11.9,20.2,28.56,309,2
1010.9,0.98,15.4,11.9,20.2,20.06,160,2
1010.9,0.98,15.4,11.9,20.2,7.95,346,0
1010.9,0.98,15.4,11.9,20.2,11.27,110,0
1010.9,0.98,15.4,11.9,20.2,22.54,160,2
1010.9,0.98,15.4,11.9,20.2,25.76,160,2
1010.9,0.98,15.4,11.9,20.2,11.25,258,0
1010.9,0.98,15.4,11.9,20.2,17.71,30,2
1010.9,0.98,15.4,11.9,20.2,17.71,170,2
1010.9,0.98,15.4,11.9,20.2,22.54,160,2
1010.9,0.98,15.4,11.9,20.2,22.54,230,2
1010.9,0.98,15.4,11.9,20.2,16.1,230,2
1010.9,0.98,15.4,11.9,20.2,11.27,0,0
1010.9,0.98,15.4,11.9,20.2,9.66,130,0
1010.9,0.98,15.4,11.9,20.2,14.49,170,0
1010.9,0.98,15.4,11.9,20.2,12.88,270,0
1010.9,0.98,15.4,11.9,20.2,17.71,140,2
1010.9,0.98,15.4,11.9,20.2,8.05,290,0
1010.9,0.98,15.4,11.9,20.2,12.24,134,0
1010.9,0.98,15.4,11.9,20.2,6.1,120,0
1010.9,0.98,15.4,11.9,20.2,11.33,147,0
1010.9,0.98,15.4,11.9,20.2,14.72,169,0
1010.9,0.98,15.4,11.9,20.2,16.15,212,2
